FB_0_10_1_MY	0.06307769652650828	0.11258592321755015	0.15272257769652647	0.1941238574040219	0.22467961608775125	0.25540539305301635	0.2854972577696527	0.3175233089579523	0.3460205667276053	0.37352605118829973
FB_0_10_1_HWGT	0.027296714390602116	0.05213656387665198	0.08051991556534512	0.1090088105726873	0.14053827092511012	0.16673504038179146	0.19792859765051377	0.22802358663729805	0.25744676945668127	0.2897678046989721
FB_0_10_1_HD	0.029630478635613477	0.07979277461947536	0.08522969007885559	0.09192233632862634	0.09706812763616354	0.10499495690445611	0.11147671006785258	0.11525077938749302	0.1269512195121949	0.14043003851091146
EN_0_10_1_RNDM	0.010169032757001534	0.01973319339336019	0.030666187924653428	0.042400154670496515	0.05391868751035736	0.06425454344583767	0.0769883444732915	0.08988344473291714	0.10205822239407826	0.11542893443075722
FB_0_10_1_RNDM	0.011726247545998146	0.025208875496507393	0.03815687348765042	0.052609231612107725	0.06909738392001118	0.08371729900013705	0.09848970460667497	0.11344199424736345	0.1297219558964528	0.1491448660000913
FB_0_100_1_MY	0.07795073015873005	0.15053765079365072	0.20005307936507943	0.24997917460317462	0.2945076825396826	0.33041523809523793	0.3732939682539683	0.41270730158730157	0.4452744126984127	0.4846938412698413
EN_0_10_1_HD	0.027151622353656455	0.037804433143551947	0.04713338123929039	0.056813332596318586	0.06997346747001268	0.07963959980100592	0.08750649494223635	0.10205848211818032	0.12008125587308596	0.12963683599579892
FB_50_60_1_MY	0.01340985636453687	0.013395740465577155	0.013474987617632557	0.013516097077761037	0.014073798910351754	0.09227587914809303	0.13621050024764736	0.13621916790490338	0.13621991084695406	0.13620480435859333
EN_0_10_1_HWGT	0.021701822197680912	0.04339646604086122	0.0639282164549973	0.08710325786858097	0.10958199889563776	0.13523136388735504	0.16072722252898938	0.1851838763114301	0.2109552733296521	0.2373721700717836
FB_50_60_1_HWGT	1.9737493808816877E-4	4.452699356117457E-4	0.0011822684497276726	0.0016760772659734865	0.0019470034670629223	0.0024177810797425398	0.003116146607231323	0.0035950965824665245	0.004085685983160105	0.005695393759286674
EN_0_100_1_RNDM	0.0026391358224233676	0.00604439415979733	0.009837293249286146	0.014051236463552627	0.017677926835838655	0.022196810516674596	0.02722967512526274	0.03029174074672715	0.034736813749259396	0.03782393190022098
EN_0_10_1_MY	0.021007400861592876	0.04137247321329939	0.05947641665746167	0.08046338230420849	0.10234618358555175	0.12421849110792008	0.14718656798851215	0.17188501049375893	0.19619352700762183	0.22434717773113896
EN_50_60_1_HD	0.030387560862225077	0.04555626238653307	0.04632037385921565	0.049254972963715206	0.05051185437106998	0.05172151403195422	0.054138631303369024	0.06869956693009728	0.07819015928164222	0.09656626948202902
EN_50_60_1_HWGT	0.003356737449848434	0.005445982972893622	0.00861556903806615	0.011443389764164863	0.01576426264800875	0.019644779332615537	0.02445444759761219	0.027563362364223312	0.031341618553674434	0.035053821313239836
EN_0_100_1_MY	0.10828052591874106	0.16522416208643176	0.21258001939864216	0.25865960771634866	0.2994557603189998	0.34072529367388726	0.37871025972626354	0.40896486690376127	0.43728068757409205	0.4648372669468692
EN_50_60_1_MY	0.15962809816251125	0.22654204692813978	0.27765408235668315	0.3178048004697708	0.3574417068336963	0.3816642607227619	0.418756575567028	0.44226957989772697	0.46414328007633776	0.5020185461574221
EN_0_100_1_HD	0.031867302665265315	0.0441878890775325	0.04716630285390884	0.04984746813269735	0.05297464090333369	0.05524213760206972	0.05756110706874704	0.07120974479208783	0.07921039157032352	0.09351928207615788
FB_50_60_1_HD	0.006068845963348157	0.018558444774640876	0.020296433878157473	0.02311441307578015	0.025298910351659275	0.027499752352649908	0.02997672114908366	0.03288732045567112	0.035569093610698516	0.04122337790985649
FB_0_100_1_RNDM	7.037639051152132E-4	0.0020848783461166844	0.0031749377761974267	0.004219789708945049	0.005224259663737418	0.007513333671966293	0.008886574897140304	0.010474424747295102	0.012043734444049327	0.016486005993803083
FB_0_100_1_HWGT	0.00159097836025582	0.003523824037386924	0.0073260184902974555	0.008340190998679262	0.012137305699481701	0.01440719292898499	0.017883775271766576	0.02154576856649394	0.025409428019912493	0.02989637305699484
FB_0_100_1_HD	0.010012192953488954	0.027394264231462864	0.03262859755632904	0.03480910407193829	0.03724718673000214	0.03939594076256744	0.04394213427490032	0.046164808087992275	0.049229049711687387	0.05206594355678611
FB_50_60_1_RNDM	1.991084695391723E-4	2.080237741456527E-4	0.0011352154531946094	0.001466567607726491	0.001993065874195203	0.0022434373452204547	0.0030720653789004953	0.0035685983159979826	0.0038103021297672033	0.0048263992075286005
EN_50_60_1_RNDM	0.001971765511841896	0.005035231943628761	0.008163045605793595	0.010831376003131613	0.013333577999608385	0.01669651595224119	0.020134321785084952	0.022828342141319374	0.026639264043844	0.028698620082207877
EN_0_100_1_HWGT	0.005997035839396418	0.013485044462409087	0.020757477768795458	0.028272702775532097	0.03649690110482351	0.04455322015629198	0.051851522500673625	0.0602939908380491	0.07035623821072477	0.07885772029102657
